合同编码,信贷客户编号,合同开始日,合同到期日,合同金额,保证人编号,保证金额,贷款余额,逾期余额,呆滞余额,呆帐余额
32199640016199700133,3219964001000135,1995/6/23,1996/1/23,"10,000.00",3219964001000136,"10,000.00",0.00,0.00,0.00,0.00
32198670012199700158,3219867000000060,1996/4/7,1996/10/7,"1,000,000.00",3219867001000061,"1,000,000.00",0.00,0.00,0.00,0.00
32198660016199700270,3219866000000131,1990/4/28,1990/7/31,"200,000.00",3219866000000132,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198670012199700107,3219867000000058,1996/12/27,1997/3/27,"3,000,000.00",3219867000000059,"3,000,000.00","1,400,000.00",0.00,"1,400,000.00",0.00
32198660002199700241,3219866000000153,1991/8/21,1992/8/21,"200,000.00",3219866000000154,"200,000.00","200,000.00",0.00,0.00,"200,000.00"
32198660002199700158,3219866000000052,1988/9/30,1993/9/30,"1,000,000.00",3219866000000055,"1,000,000.00",0.00,0.00,0.00,0.00
32198740061199800085,3219874000000043,1998/1/21,1998/7/21,"4,000,000.00",3219874000000044,"2,000,000.00",0.00,0.00,0.00,0.00
32198660016199700247,3219866000000153,1991/8/20,1992/8/21,"450,000.00",3219866000000154,"450,000.00","450,000.00",0.00,0.00,"450,000.00"
32198660016199700272,3219866000000135,1993/4/19,1993/7/19,"3,000,000.00",3219866000000136,"3,000,000.00",0.00,0.00,0.00,0.00
32198400001199700326,3219840000000223,1997/12/31,2004/4/30,"50,000,000.00",3219840000000227,"50,000,000.00","50,000,000.00",0.00,0.00,0.00
32198660076199700243,3219866000000155,1996/5/7,1996/11/7,"1,489,788.00",3219866000000156,"180,000.00","367,260.22",0.00,"367,260.22",0.00
32198660016199700230,3219866000000137,1994/9/21,1995/3/21,"2,230,000.00",3219866000000138,"2,230,000.00",0.00,0.00,0.00,0.00
32198660077199700279,3219866000000091,1992/3/25,1997/3/24,"6,290,216.00",3219866000000092,"760,000.00",0.00,0.00,0.00,0.00
32198660002199700282,3219866000000103,1995/7/25,1995/10/25,"1,000,000.00",3219866000000104,"1,000,000.00",0.00,0.00,0.00,0.00
32198660076199900980,3219866000000172,1999/10/8,2000/3/29,"19,036,180.00",3219866000000173,"2,300,000.00","4,096,537.68",0.00,"4,096,537.68",0.00
32059550016200100008,3219855000000002,2001/2/27,2002/2/28,"50,000,000.00",3219855000000003,"50,000,000.00","50,000,000.00",0.00,0.00,0.00
32059400001200000351,3219840000000223,2000/12/26,2002/12/25,"30,000,000.00",3219840000000224,"30,000,000.00",0.00,0.00,0.00,0.00
32198530016199700062,3219853000000069,1997/11/28,1998/11/27,"500,000.00",3219853000000070,"500,000.00",0.00,0.00,0.00,0.00
32198670012199700158,3219867000000060,1996/4/7,1996/10/7,"1,000,000.00",3219867001000061,"1,000,000.00",0.00,0.00,0.00,0.00
32198400001199700279,3219840000000173,1996/11/30,2001/11/30,"20,000,000.00",3219840000000381,"20,000,000.00",0.00,0.00,0.00,0.00
32198660024199800527,3219866000000178,1998/12/30,1999/12/30,"5,000,000.00",3219866000000179,"5,000,000.00","3,410,000.00",0.00,"3,410,000.00",0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32198400001200002188,3219840000000399,2000/7/18,2003/7/17,"50,000,000.00",3219840000000173,"50,000,000.00","50,000,000.00",0.00,0.00,0.00
32198740016199700025,3219874000000039,1997/12/31,1998/7/31,"500,000.00",3219874000000040,"500,000.00","400,000.00",0.00,"400,000.00",0.00
32199600011199700143,3219960000000141,1992/11/10,1992/12/21,"200,000.00",3219960000000145,"200,000.00","100,000.00",0.00,"100,000.00",0.00
32059400019200000301,3219840000000076,2000/12/15,2001/12/14,"6,000,000.00",3219840000000359,"6,000,000.00",0.00,0.00,0.00,0.00
32198660002199700155,3219866000000052,1992/5/25,1992/12/25,"500,000.00",3219866000000053,"500,000.00",0.00,0.00,0.00,0.00
32198660016199700269,3219866000000081,1994/12/19,1995/3/19,"500,000.00",3219866000000082,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32198660016199700272,3219866000000135,1993/4/19,1993/7/19,"3,000,000.00",3219866000000136,"3,000,000.00",0.00,0.00,0.00,0.00
32059510016200100007,3219851000000031,2001/3/16,2002/3/15,"30,000,000.00",3219851000000123,"30,000,000.00","30,000,000.00",0.00,0.00,0.00
32059530001200000204,3219853000000156,2000/10/31,2005/10/30,"30,000,000.00",3219853000000152,0.00,"30,000,000.00",0.00,0.00,0.00
32059530001200000204,3219853000000156,2000/10/31,2005/10/30,"30,000,000.00",3219853000000162,"30,000,000.00","30,000,000.00",0.00,0.00,0.00
32198740016199700023,3219874000000035,1997/8/18,1998/8/18,"1,000,000.00",3219874000000036,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32198660016199700271,3219866000000085,1993/5/24,1993/8/24,"500,000.00",3219866000000068,"500,000.00","300,000.00",0.00,0.00,"300,000.00"
32198660016199800397,3219866000000079,1998/12/29,1999/12/7,"580,000.00",3219866000000080,"580,000.00","500,000.00",0.00,"500,000.00",0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32198660016199700232,3219866000000141,1994/4/6,1994/10/6,"400,000.00",3219866000000105,"400,000.00","400,000.00",0.00,"400,000.00",0.00
32198530016199901380,3219853000000067,1999/11/22,1999/11/23,"2,000,000.00",3219853000000068,"2,000,000.00","540,000.00",0.00,"540,000.00",0.00
32198660002199700158,3219866000000052,1988/9/30,1993/9/30,"1,000,000.00",3219866000000055,"1,000,000.00",0.00,0.00,0.00,0.00
32198670012199700107,3219867000000058,1996/12/27,1997/3/27,"3,000,000.00",3219867000000059,"3,000,000.00","1,400,000.00",0.00,"1,400,000.00",0.00
32198670003199700145,3219867000000093,1995/11/20,1996/5/20,"2,000,000.00",3219867000000094,"2,000,000.00",0.00,0.00,0.00,0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32198670024199900336,3219867000000116,1999/3/31,2002/3/30,"165,000,000.00",3219867000000117,"165,000,000.00","37,000,000.00",0.00,0.00,0.00
32199600016199700361,3219960000000387,1992/12/23,1993/6/23,"500,000.00",3219960000000349,"500,000.00",0.00,0.00,0.00,0.00
32198400016199700218,3219840000000111,1990/11/27,1991/6/30,"500,000.00",3219840000000110,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32198660016199700269,3219866000000081,1994/12/19,1995/3/19,"500,000.00",3219866000000082,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32198660016199700270,3219866000000131,1990/4/28,1990/7/31,"200,000.00",3219866000000132,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198660018199700122,3219866000000043,1997/12/13,1998/12/13,"2,000,000.00",3219866000000042,"2,000,000.00",0.00,0.00,0.00,0.00
32198660016199700271,3219866000000085,1993/5/24,1993/8/24,"500,000.00",3219866000000068,"500,000.00","300,000.00",0.00,0.00,"300,000.00"
32198560001199800184,3219856000000061,1998/7/7,2003/7/7,"30,000,000.00",3219856000000062,"30,000,000.00","30,000,000.00",0.00,0.00,0.00
32198660077199700290,3219866000000113,1990/4/16,1992/4/16,"314,510.80",3219866000000114,"38,000.00","216,436.98",0.00,"216,436.98",0.00
32198660016199700186,3219866000000083,1995/7/11,1995/10/11,"180,000.00",3219866000000084,"180,000.00","91,000.00",0.00,"91,000.00",0.00
32198410018200001987,3219841000000036,2000/4/29,2001/4/28,"10,000,000.00",3219841000000037,"10,000,000.00","10,000,000.00",0.00,"10,000,000.00",0.00
32198670012199900408,3219867000000092,1999/12/17,2000/12/16,"3,400,000.00",3219867000000008,"3,400,000.00",0.00,0.00,0.00,0.00
32198660016199700300,3219866000000091,1992/7/13,1993/12/1,"200,000.00",3219866000000093,"200,000.00",0.00,0.00,0.00,0.00
32198670012199800270,3219867000000050,1998/7/9,1999/7/9,"2,800,000.00",3219867000000109,"2,800,000.00",0.00,0.00,0.00,0.00
32198660016199700268,3219866000000133,1994/7/22,1994/10/22,"100,000.00",3219866000000134,"100,000.00","70,000.00",0.00,"70,000.00",0.00
32199640016199700066,3219964001000069,1995/3/30,1995/6/30,"50,000.00",3219964001000070,"50,000.00","25,500.00",0.00,"25,500.00",0.00
32198740061199700027,3219874000000041,1997/6/16,1997/12/16,"20,000,000.00",3219874000000042,"20,000,000.00",0.00,0.00,0.00,0.00
32198670012199800270,3219867000000050,1998/7/9,1999/7/9,"2,800,000.00",3219867000000109,"2,800,000.00",0.00,0.00,0.00,0.00
32198660002199700241,3219866000000153,1991/8/21,1992/8/21,"200,000.00",3219866000000154,"200,000.00","200,000.00",0.00,0.00,"200,000.00"
32198660077199700279,3219866000000091,1992/3/25,1997/3/24,"6,290,216.00",3219866000000092,"760,000.00",0.00,0.00,0.00,0.00
32199640014199700100,3219964001000099,1995/9/11,1996/3/15,"30,000.00",3219964000000100,"30,000.00",0.00,0.00,0.00,0.00
32198660076199800453,3219866000000144,1998/12/31,1999/12/31,"1,432,679.46",3219866000000145,"173,100.00",0.00,0.00,0.00,0.00
32198660076199800453,3219866000000144,1998/12/31,1999/12/31,"1,432,679.46",3219866000000146,"173,100.00",0.00,0.00,0.00,0.00
32198660002199700160,3219866000000052,1989/12/25,1994/12/20,"2,000,000.00",3219866000000053,"2,000,000.00",0.00,0.00,0.00,0.00
32198660024199800527,3219866000000178,1998/12/30,1999/12/30,"5,000,000.00",3219866000000179,"5,000,000.00","3,410,000.00",0.00,"3,410,000.00",0.00
32198670012199900367,3219867000000060,1996/7/17,1997/4/17,"1,000,000.00",3219867001000061,"1,000,000.00",0.00,0.00,0.00,0.00
32198660076199900969,3219866000000204,1999/9/24,2000/3/24,"24,829,800.00",3219866000000159,"3,000,000.00",0.00,0.00,0.00,0.00
32199600002199700781,3219960000000132,1992/9/18,1993/3/21,"500,000.00",3219960000000136,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32198670018200000430,3219867000000118,2000/3/6,2003/3/5,"12,000,000.00",3219867000000108,"12,000,000.00","12,000,000.00",0.00,0.00,0.00
32198670018200000430,3219867000000118,2000/3/6,2003/3/5,"12,000,000.00",3219867000000119,"12,000,000.00","12,000,000.00",0.00,0.00,0.00
32198670018200000430,3219867000000118,2000/3/6,2003/3/5,"12,000,000.00",3219867000000126,"12,000,000.00","12,000,000.00",0.00,0.00,0.00
32198740018199700026,3219874000000041,1997/12/16,1998/6/16,"9,000,000.00",3219874000000042,"9,000,000.00","2,500,000.00",0.00,"2,500,000.00",0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32198740061199700027,3219874000000041,1997/6/16,1997/12/16,"20,000,000.00",3219874000000042,"20,000,000.00",0.00,0.00,0.00,0.00
32199600022199700153,3219960000000160,1992/1/30,1992/7/30,"30,000.00",3219960000000161,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32198500012199900435,3219850000000181,1999/9/2,2002/9/1,"100,000,000.00",3219850000000182,"100,000,000.00","45,000,000.00",0.00,0.00,0.00
32199600016199700545,3219960000000577,1992/12/10,1993/6/10,"50,000.00",3219960001000578,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32199600016199700806,3219960000000532,1991/2/4,1991/9/30,"100,000.00",3219960000000533,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198670024199900336,3219867000000116,1999/3/31,2002/3/30,"165,000,000.00",3219867000000117,"165,000,000.00","37,000,000.00",0.00,0.00,0.00
32198660076199800532,3219866000000016,1998/12/27,1999/12/27,"37,244,700.00",3219866000000017,"4,500,000.00",0.00,0.00,0.00,0.00
32198660024199800395,3219866000000167,1998/10/27,1999/10/21,"5,000,000.00",3219866000000168,"5,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32198660016199700221,3219866000000123,1996/9/25,1997/3/25,"600,000.00",3219866000000124,"600,000.00",0.00,0.00,0.00,0.00
32198660016199700186,3219866000000083,1995/7/11,1995/10/11,"180,000.00",3219866000000084,"180,000.00","91,000.00",0.00,"91,000.00",0.00
32198660076199700283,3219866000000098,1997/7/30,1997/10/30,"827,660.00",3219866000000099,"100,000.00",0.00,0.00,0.00,0.00
32198660016199700186,3219866000000083,1995/7/11,1995/10/11,"180,000.00",3219866000000084,"180,000.00","91,000.00",0.00,"91,000.00",0.00
32198660016199700280,3219866000000100,1992/5/7,1993/12/31,"300,000.00",3219866000000101,"300,000.00","270,000.00",0.00,"270,000.00",0.00
32198670012199700156,3219867000000100,1995/12/7,1996/6/5,"3,000,000.00",3219867000000102,"3,000,000.00",0.00,0.00,0.00,0.00
32198670012199700107,3219867000000058,1996/12/27,1997/3/27,"3,000,000.00",3219867000000059,"3,000,000.00","1,400,000.00",0.00,"1,400,000.00",0.00
32198660077199700279,3219866000000091,1992/3/25,1997/3/24,"6,290,216.00",3219866000000092,"760,000.00",0.00,0.00,0.00,0.00
32198670003199700145,3219867000000093,1995/11/20,1996/5/20,"2,000,000.00",3219867000000094,"2,000,000.00",0.00,0.00,0.00,0.00
32198660076199700283,3219866000000098,1997/7/30,1997/10/30,"827,660.00",3219866000000099,"100,000.00",0.00,0.00,0.00,0.00
32059560012200000090,3219856000000017,2000/12/12,2001/12/11,"800,000.00",3205956000000004,"800,000.00",0.00,0.00,0.00,0.00
32198670012199900408,3219867000000092,1999/12/17,2000/12/16,"3,400,000.00",3219867000000008,"3,400,000.00",0.00,0.00,0.00,0.00
32198740016199700025,3219874000000039,1997/12/31,1998/7/31,"500,000.00",3219874000000040,"500,000.00","400,000.00",0.00,"400,000.00",0.00
32198660024199800395,3219866000000167,1998/10/27,1999/10/21,"5,000,000.00",3219866000000168,"5,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32198660016199700271,3219866000000085,1993/5/24,1993/8/24,"500,000.00",3219866000000068,"500,000.00","300,000.00",0.00,0.00,"300,000.00"
32198660016199900635,3219866000000199,1999/4/9,2002/4/6,"135,000,000.00",3219866000000200,"135,000,000.00","75,000,000.00",0.00,0.00,0.00
32198660016199700269,3219866000000081,1994/12/19,1995/3/19,"500,000.00",3219866000000082,"500,000.00","500,000.00",0.00,"500,000.00",0.00
32198660002199700241,3219866000000153,1991/8/21,1992/8/21,"200,000.00",3219866000000154,"200,000.00","200,000.00",0.00,0.00,"200,000.00"
32198660076199900969,3219866000000204,1999/9/24,2000/3/24,"24,829,800.00",3219866000000159,"3,000,000.00",0.00,0.00,0.00,0.00
32198410012200001843,3219841000000340,2000/4/4,2002/4/3,"20,000,000.00",3219841000000341,"20,000,000.00","10,000,000.00",0.00,"10,000,000.00",0.00
32198660002199700156,3219866000000052,1991/12/25,1992/12/25,"600,000.00",3219866000000054,"600,000.00",0.00,0.00,0.00,0.00
32199630016200001155,3219963000000177,2000/7/20,2002/7/19,"2,000,000.00",3219963000000035,"2,000,000.00","2,000,000.00",0.00,0.00,0.00
32198660076199700243,3219866000000155,1996/5/7,1996/11/7,"1,489,788.00",3219866000000156,"180,000.00","367,260.22",0.00,"367,260.22",0.00
32198660016199700159,3219866000000052,1989/5/24,1993/8/31,"600,000.00",3219866000000055,"600,000.00",0.00,0.00,0.00,0.00
32198670012199800281,3219867000000100,1998/7/28,1999/7/28,"4,200,000.00",3219867000000110,"4,200,000.00",0.00,0.00,0.00,0.00
32198660076199800532,3219866000000016,1998/12/27,1999/12/27,"37,244,700.00",3219866000000017,"4,500,000.00",0.00,0.00,0.00,0.00
32198660024199800527,3219866000000178,1998/12/30,1999/12/30,"5,000,000.00",3219866000000179,"5,000,000.00","3,410,000.00",0.00,"3,410,000.00",0.00
32198410018200001988,3219841000000036,2000/6/30,2001/6/29,"18,000,000.00",3219841000000037,"18,000,000.00","18,000,000.00",0.00,"18,000,000.00",0.00
32198670012199700156,3219867000000100,1995/12/7,1996/6/5,"3,000,000.00",3219867000000102,"3,000,000.00",0.00,0.00,0.00,0.00
32199640016199700047,3219964001000053,1996/1/3,1996/6/20,"50,000.00",3219964001000054,"50,000.00","45,000.00",0.00,"45,000.00",0.00
32199600011199700589,3219960000000633,1996/7/19,1997/1/18,"200,000.00",3219960000000635,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32199600011199700562,3219960000000602,1995/11/6,1996/5/5,"200,000.00",3219960000000603,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198670012199700157,3219867000000100,1995/9/7,1996/9/7,"3,000,000.00",3219867000000101,"3,000,000.00",0.00,0.00,0.00,0.00
32199600016199700437,3219960000000467,1991/6/1,1992/6/1,"25,000.00",3219960000000468,"25,000.00","25,000.00",0.00,"25,000.00",0.00
32198660018199700122,3219866000000043,1997/12/13,1998/12/13,"2,000,000.00",3219866000000042,"2,000,000.00",0.00,0.00,0.00,0.00
32198660016199700280,3219866000000100,1992/5/7,1993/12/31,"300,000.00",3219866000000101,"300,000.00","270,000.00",0.00,"270,000.00",0.00
32198660016199700300,3219866000000091,1992/7/13,1993/12/1,"200,000.00",3219866000000093,"200,000.00",0.00,0.00,0.00,0.00
32198660024199800395,3219866000000167,1998/10/27,1999/10/21,"5,000,000.00",3219866000000168,"5,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32198660076199700243,3219866000000155,1996/5/7,1996/11/7,"1,489,788.00",3219866000000156,"180,000.00","367,260.22",0.00,"367,260.22",0.00
32198670012199700156,3219867000000100,1995/12/7,1996/6/5,"3,000,000.00",3219867000000102,"3,000,000.00",0.00,0.00,0.00,0.00
32198660016199700219,3219866000000118,1994/12/29,1995/2/28,"600,000.00",3219866000000119,"600,000.00","500,000.00",0.00,"500,000.00",0.00
32198400001200001665,3219840001000385,2000/1/3,2002/1/2,"34,000,000.00",3219840000000397,"34,000,000.00","34,000,000.00",0.00,0.00,0.00
32059400017200100035,3205940001000009,2001/3/13,2002/3/12,"30,000,000.00",3205940000000010,"30,000,000.00","30,000,000.00",0.00,0.00,0.00
32198740018199700005,3219874000000008,1997/6/20,1998/5/20,"3,000,000.00",3219874000000009,"3,000,000.00",0.00,0.00,0.00,0.00
32198670003199700145,3219867000000093,1995/11/20,1996/5/20,"2,000,000.00",3219867000000094,"2,000,000.00",0.00,0.00,0.00,0.00
32198670012199700165,3219867000000060,1996/2/7,1996/8/6,"500,000.00",3219867001000061,"500,000.00",0.00,0.00,0.00,0.00
32198740018199700005,3219874000000008,1997/6/20,1998/5/20,"3,000,000.00",3219874000000009,"3,000,000.00",0.00,0.00,0.00,0.00
32059530001200000001,3219853000000156,2000/7/31,2005/7/30,"30,000,000.00",3219853000000162,"30,000,000.00","30,000,000.00",0.00,0.00,0.00
32198740016199700025,3219874000000039,1997/12/31,1998/7/31,"500,000.00",3219874000000040,"500,000.00","400,000.00",0.00,"400,000.00",0.00
32199600016199700796,3219960000000258,1990/11/5,1991/3/31,"30,000.00",3219960000000233,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32198740018199700026,3219874000000041,1997/12/16,1998/6/16,"9,000,000.00",3219874000000042,"9,000,000.00","2,500,000.00",0.00,"2,500,000.00",0.00
32198660077199700250,3219866000000052,1991/3/1,1994/3/1,"4,717,662.00",3219866000000054,"570,000.00",0.00,0.00,0.00,0.00
32198660016199700202,3219866000000098,1996/10/9,1997/10/30,"1,000,000.00",3219866000000099,"1,000,000.00",0.00,0.00,0.00,0.00
32198660016199700221,3219866000000123,1996/9/25,1997/3/25,"600,000.00",3219866000000124,"600,000.00",0.00,0.00,0.00,0.00
32198660002199700215,3219866000000113,1992/8/22,1992/12/31,"200,000.00",3219866000000114,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32198660024199800395,3219866000000167,1998/10/27,1999/10/21,"5,000,000.00",3219866000000168,"5,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32199600016199700035,3219960000000045,1992/12/21,1993/4/20,"690,000.00",3219960000000042,"690,000.00",0.00,0.00,0.00,0.00
32199600022199700193,3219960000000203,1993/2/25,1993/8/25,"100,000.00",3219960000000208,"100,000.00","100,000.00",0.00,0.00,"100,000.00"
32199600016199700525,3219960000000555,1993/3/1,1993/8/31,"50,000.00",3219960000000543,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32198400016199800637,3219840000000349,1998/8/21,1999/8/21,"300,000.00",3219840000000156,"300,000.00","300,000.00",0.00,"300,000.00",0.00
32199600002199700318,3219960000000280,1993/3/9,1993/6/9,"200,000.00",3219960000000278,"200,000.00","200,000.00",0.00,0.00,"200,000.00"
32199600011199800915,3219960000000122,1998/7/1,1999/1/18,"400,000.00",3219960000000527,"400,000.00",0.00,0.00,0.00,0.00
32199600016199700298,3219960001000313,1989/4/4,1989/7/30,"5,000.00",3219960001000314,"5,000.00","5,000.00",0.00,"5,000.00",0.00
32199600016199700354,3219960000000377,1996/10/31,1996/12/10,"400,000.00",3219960000000378,"400,000.00","370,000.00",0.00,"370,000.00",0.00
32199600016199700475,3219960000000518,1993/6/1,1993/6/30,"150,000.00",3219960000000519,"150,000.00","135,000.00",0.00,"135,000.00",0.00
32199600016199700348,3219960000000367,1993/3/1,1993/3/30,"50,000.00",3219960000000368,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32198740016199700023,3219874000000035,1997/8/18,1998/8/18,"1,000,000.00",3219874000000036,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32199600016199700062,3219960000000069,1992/3/30,1992/9/30,"70,000.00",3219960000000071,"70,000.00","70,000.00",0.00,"70,000.00",0.00
32198670012199700157,3219867000000100,1995/9/7,1996/9/7,"3,000,000.00",3219867000000101,"3,000,000.00",0.00,0.00,0.00,0.00
32198660002199700155,3219866000000052,1992/5/25,1992/12/25,"500,000.00",3219866000000053,"500,000.00",0.00,0.00,0.00,0.00
32199600018199700404,3219960000000435,1993/4/16,1994/4/16,"1,000,000.00",3219960000000408,"1,000,000.00","1,000,000.00",0.00,"1,000,000.00",0.00
32198670012199700157,3219867000000100,1995/9/7,1996/9/7,"3,000,000.00",3219867000000101,"3,000,000.00",0.00,0.00,0.00,0.00
32198740018199700005,3219874000000008,1997/6/20,1998/5/20,"3,000,000.00",3219874000000009,"3,000,000.00",0.00,0.00,0.00,0.00
32198500012199900492,3219850000000181,1999/12/15,2002/12/14,"90,000,000.00",3219850000000182,"90,000,000.00","90,000,000.00",0.00,0.00,0.00
32198740061199800085,3219874000000043,1998/1/21,1998/7/21,"4,000,000.00",3219874000000044,"2,000,000.00",0.00,0.00,0.00,0.00
32199600016199700444,3219960000000478,1992/7/3,1992/12/20,"20,000.00",3219960000000479,"20,000.00","20,000.00",0.00,"20,000.00",0.00
32198670012199800270,3219867000000050,1998/7/9,1999/7/9,"2,800,000.00",3219867000000109,"2,800,000.00",0.00,0.00,0.00,0.00
32198670012199800270,3219867000000050,1998/7/9,1999/7/9,"2,800,000.00",3219867000000109,"2,800,000.00",0.00,0.00,0.00,0.00
32198740061199700027,3219874000000041,1997/6/16,1997/12/16,"20,000,000.00",3219874000000042,"20,000,000.00",0.00,0.00,0.00,0.00
32199600016199700771,3219960000000506,1988/7/4,1988/10/4,"15,000.00",3219960000000720,"15,000.00","15,000.00",0.00,"15,000.00",0.00
32199600011199700215,3219960000000227,1996/5/14,1996/11/13,"300,000.00",3219960000000230,"300,000.00",0.00,0.00,0.00,0.00
32198740018199900117,3219874000000054,1999/8/4,2000/8/3,"3,000,000.00",3219874000000055,"3,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32199600002199700786,3219960000000132,1993/6/9,1993/6/29,"100,000.00",3219960000000133,"100,000.00","100,000.00",0.00,"100,000.00",0.00
32198670012199700157,3219867000000100,1995/9/7,1996/9/7,"3,000,000.00",3219867000000101,"3,000,000.00",0.00,0.00,0.00,0.00
32199600018199700789,3219960000000362,1996/1/11,1996/4/11,"300,000.00",3219960000000363,"300,000.00","300,000.00",0.00,"300,000.00",0.00
32199600011199700262,3219960000000264,1993/3/5,1993/9/4,"30,000.00",3219960000000265,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32199600016199700800,3219960000000348,1990/5/29,1991/5/29,"250,000.00",3219960000000349,"250,000.00","250,000.00",0.00,"250,000.00",0.00
32199600016199700799,3219960000000360,1992/7/1,1993/6/30,"30,000.00",3219960000000361,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32198740018199700005,3219874000000008,1997/6/20,1998/5/20,"3,000,000.00",3219874000000009,"3,000,000.00",0.00,0.00,0.00,0.00
32199600016199700126,3219960000000132,1993/12/14,1994/6/21,"50,000.00",3219960000000133,"50,000.00","50,000.00",0.00,"50,000.00",0.00
32199600002199700186,3219960000000203,1993/6/5,1994/6/4,"50,000.00",3219960000000204,"50,000.00","50,000.00",0.00,0.00,"50,000.00"
32059500012200000015,3219850000000174,2000/8/25,2003/8/24,"8,100,000.00",3219850000000183,"8,100,000.00","5,200,000.00",0.00,"5,200,000.00",0.00
32199600016199700056,3219960000000060,1987/4/18,1987/12/20,"200,000.00",3219960000000061,"200,000.00","170,000.00",0.00,"170,000.00",0.00
32199640016199700181,3219964000000164,1995/6/19,1996/1/19,"50,000.00",3219964000000116,"50,000.00","50,000.00",0.00,0.00,"50,000.00"
32199600016199700439,3219960000000471,1991/5/22,1991/8/22,"30,000.00",3219960000000472,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32199600016199700607,3219960001000667,1992/4/20,1992/10/20,"95,000.00",3219960000000668,"95,000.00","95,000.00",0.00,"95,000.00",0.00
32199600016199700289,3219960000000296,1991/8/2,1992/2/2,"20,000.00",3219960000000297,"20,000.00","20,000.00",0.00,"20,000.00",0.00
32199600016199700187,3219960000000203,1993/12/10,1994/6/21,"330,000.00",3219960000000205,"330,000.00","330,000.00",0.00,0.00,"330,000.00"
32059400017200100019,3219840000000399,2001/1/22,2002/1/21,"50,000,000.00",3205940000000011,"50,000,000.00","50,000,000.00",0.00,0.00,0.00
32199600016199700357,3219960000000381,1993/12/14,1994/6/21,"40,000.00",3219960000000383,"40,000.00","40,000.00",0.00,"40,000.00",0.00
32198740016199800076,3219874000000004,1998/4/27,1999/4/27,"1,000,000.00",3219874000000005,"1,000,000.00",0.00,0.00,0.00,0.00
32199600016199700461,3219960000000502,1993/3/15,1993/9/15,"80,000.00",3219960000000504,"80,000.00","80,000.00",0.00,"80,000.00",0.00
32198740018199900117,3219874000000054,1999/8/4,2000/8/3,"3,000,000.00",3219874000000055,"3,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32198530001200001689,3219853000000156,2000/4/28,2005/4/27,"40,000,000.00",3219853000000162,"40,000,000.00","40,000,000.00",0.00,0.00,0.00
32198740018199900117,3219874000000054,1999/8/4,2000/8/3,"3,000,000.00",3219874000000055,"3,000,000.00","3,000,000.00",0.00,"3,000,000.00",0.00
32199600016199700036,3219960000000045,1993/4/9,1993/6/9,"300,000.00",3219960000000042,"300,000.00",0.00,0.00,0.00,0.00
32199600016199700010,3219960000000019,1989/8/10,1990/8/10,"250,000.00",3219960000000020,"250,000.00","250,000.00",0.00,"250,000.00",0.00
32199600016199700043,3219960000000047,1993/6/5,1993/9/5,"200,000.00",3219960000000048,"200,000.00","200,000.00",0.00,"200,000.00",0.00
32199600016199700613,3219960001000677,1991/1/20,1992/6/21,"30,000.00",3219960001000678,"30,000.00","30,000.00",0.00,"30,000.00",0.00
32199600016199700247,3219960000000251,1991/4/30,1991/12/31,"150,000.00",3219960000000246,"150,000.00","150,000.00",0.00,"150,000.00",0.00
32199600012199700646,3219960000000451,1996/4/12,1997/4/12,"400,000.00",3219960000000703,"400,000.00",0.00,0.00,0.00,0.00
